director_name,actor_1_name,actor_2_name,movie_title,budget,imdb_score
Laurence Dunmore,Johnny Depp,Jack Davenport,The Libertine ,,6.4
Wes Anderson,Bill Murray,Anjelica Huston,The Life Aquatic with Steve Zissou ,50000000,7.3
Vadim Perelman,Eva Amurri Martino,Lynn Cohen,The Life Before Her Eyes ,8000000,6.4
Alan Parker,Kevin Spacey,Kate Winslet,The Life of David Gale ,50000000,7.5
Steven Soderbergh,Peter Fonda,Lesley Ann Warren,The Limey ,9000000,7.1
Brad Furman,Matthew McConaughey,Margarita Levieva,The Lincoln Lawyer ,40000000,7.3
Roger Allers,Matthew Broderick,Nathan Lane,The Lion King ,45000000,8.5
Deryck Broom,Vic Mignogna,Omar Benson Miller,The Lion of Judah ,15000000,3.7
Luke Dye,Mike Stanley,Jeff Delaney,The Little Ponderosa Zoo ,500000,5.2
Mark Osborne,Jeff Bridges,James Franco,The Little Prince ,81200000,7.8
Uli Edel,Richard E. Grant,Jim Carter,The Little Vampire ,22000000,5.7
Florian Henckel von Donnersmarck,Sebastian Koch,Ulrich Mühe,The Lives of Others ,2000000,8.5
John Glen,Joe Don Baker,Desmond Llewelyn,The Living Daylights ,30000000,6.7
Sol Tryon,Jim Gaffigan,Ann Dowd,The Living Wake ,500000,6.5
Jim Fall,Clayton Snyder,Adam Lamberg,The Lizzie McGuire Movie ,17000000,5.3
Gore Verbinski,Johnny Depp,Ruth Wilson,The Lone Ranger ,215000000,6.5
Renny Harlin,Melina Kanakaredes,Craig Bierko,The Long Kiss Goodnight ,65000000,6.7
Walter Hill,Dennis Quaid,David Carradine,The Long Riders ,10000000,7.1
Ken Annakin,Richard Burton,Richard Beymer,The Longest Day ,10000000,7.8
George Tillman Jr.,Tiago Riani,Melissa Benoist,The Longest Ride ,34000000,7.1
Peter Segal,Adam Sandler,Steve Reevis,The Longest Yard ,82000000,6.4
Fred Durst,Tasha Smith,Dash Mihok,The Longshots ,23000000,5.1
John D. Hancock,Trish Basinger,Elizabeth Stenholt,The Looking Glass ,,6.6
Peter Jackson,Christopher Lee,Orlando Bloom,The Lord of the Rings: The Fellowship of the Ring ,93000000,8.8
Peter Jackson,Orlando Bloom,Billy Boyd,The Lord of the Rings: The Return of the King ,94000000,8.9
Peter Jackson,Christopher Lee,Orlando Bloom,The Lord of the Rings: The Two Towers ,94000000,8.7
Rob Zombie,Sid Haig,Dee Wallace,The Lords of Salem ,2500000,5.1
Sylvain White,Chris Evans,Jason Patric,The Losers ,25000000,6.4
Mike Figgis,Kelly Macdonald,Saffron Burrows,The Loss of Sexual Innocence ,4000000,5.4
Joel Schumacher,Dianne Wiest,Jami Gertz,The Lost Boys ,,7.2
Andy Garcia,Danny Pino,Victor Rivers,The Lost City ,9600000,6.7
Bill Muir,Alex Kendrick,Jansen Panettiere,The Lost Medallion: The Adventures of Billy Stone ,,4.8
Larry Blamire,Fay Masterson,Brian Howe,The Lost Skeleton of Cadavra ,40000,7
Billy Wilder,Ray Milland,Jane Wyman,The Lost Weekend ,1250000,8
Steven Spielberg,Ariana Richards,Richard Schiff,The Lost World: Jurassic Park ,73000000,6.5
Marco Schnabel,Justin Timberlake,Romany Malco,The Love Guru ,62000000,3.8
Dan Curtis,Jennifer Jason Leigh,Campbell Scott,The Love Letter ,,7.4
Dan Curtis,Jennifer Jason Leigh,Campbell Scott,The Love Letter ,,7.4
Sean Byrne,Robin McLeavy,Jessica McNamee,The Loved Ones ,,6.7
Peter Jackson,Michael Imperioli,AJ Michalka,The Lovely Bones ,65000000,6.7
Peter Jackson,Michael Imperioli,AJ Michalka,The Lovely Bones ,65000000,6.7
Roland Joffé,Tamsin Egerton,Alice Englert,The Lovers ,,4.5
Roland Joffé,Tamsin Egerton,Alice Englert,The Lovers ,,4.5
Scott Hicks,Blythe Danner,Riley Thomas Stewart,The Lucky One ,25000000,6.5
Neil Burger,John Heard,Katherine LaNasa,The Lucky Ones ,15000000,7
Ritesh Batra,Nawazuddin Siddiqui,Nimrat Kaur,The Lunchbox ,1000000,7.8
Brad Anderson,Christian Bale,Jennifer Jason Leigh,The Machinist ,5000000,7.7
Kenneth Branagh,Kim-Marie Woodhouse,Amy Carson,The Magic Flute ,27000000,6.6
Frederik Du Chau,Gary Oldman,Jaleel White,The Magic Sword: Quest for Camelot ,40000000,6.2
Michael Walker,Paula Garcés,Annabella Sciorra,The Maid's Room ,600000,4.5
Frank Darabont,Martin Landau,Hal Holbrook,The Majestic ,72000000,6.9
Les Mayfield,Miguel Ferrer,Susie Essman,The Man ,33000000,5.5
Richard Schenkman,William Katt,John Billingsley,The Man from Earth ,200000,8
George Miller,Tony Bonner,Jack Thompson,The Man from Snowy River ,3500000,7.3
Guy Ritchie,Henry Cavill,Elizabeth Debicki,The Man from U.N.C.L.E. ,75000000,7.3
Randall Wallace,Leonardo DiCaprio,Anne Parillaud,The Man in the Iron Mask ,35000000,6.4
Jon Amiel,Bill Murray,Peter Gallagher,The Man Who Knew Too Little ,20000000,6.6
John Ford,Lee Marvin,Woody Strode,The Man Who Shot Liberty Valance ,3200000,8.1
Guy Hamilton,Christopher Lee,Hervé Villechaize,The Man with the Golden Gun ,13000000,6.8
RZA,Rick Yune,RZA,The Man with the Iron Fists ,15000000,5.4
Jonathan Demme,Denzel Washington,Dorian Missick,The Manchurian Candidate ,80000000,6.6
John Bonito,Kelly Carlson,Firass Dirani,The Marine ,20000000,4.7
William Kaufman,Paul McGillion,Mike 'The Miz' Mizanin,The Marine 4: Moving Target,1950000,5.2
Ridley Scott,Matt Damon,Donald Glover,The Martian ,108000000,8.1
Chuck Russell,Peter Greene,Amy Yasbeck,The Mask ,18000000,6.9
Martin Campbell,Anthony Hopkins,Tony Amendola,The Mask of Zorro ,65000000,6.7
Warren P. Sonoda,Diahann Carroll,Mykel Shannon Jenkins,The Masked Saint ,3500000,4.7
Paul Thomas Anderson,Mike Howard,Jeffrey W. Jenkins,The Master ,32000000,7.1
Perry Andelin Blake,Jennifer Esposito,Kenan Thompson,The Master of Disguise ,16000000,3.3
Richard Shepard,Adam Scott,Philip Baker Hall,The Matador ,10000000,6.8
Lana Wachowski,Keanu Reeves,Marcus Chong,The Matrix ,63000000,8.7
Lana Wachowski,Steve Bastoni,Daniel Bernhardt,The Matrix Reloaded ,150000000,7.2
Lana Wachowski,Essie Davis,Collin Chou,The Matrix Revolutions ,150000000,6.7
Wes Ball,Ki Hong Lee,Aml Ameen,The Maze Runner ,34000000,6.8
Simon West,Jason Statham,Tony Goldwyn,The Mechanic ,40000000,6.6
Gordon Chan,Julian Sands,Lee Evans,The Medallion ,41000000,5.2
Grant Heslov,Kevin Spacey,Jeff Bridges,The Men Who Stare at Goats ,25000000,6.2
Michael Radford,Al Pacino,Mackenzie Crook,The Merchant of Venice ,18000000,7.1
Oren Moverman,Steve Buscemi,Yaya DaCosta,The Messenger ,6500000,7.2
Luc Besson,Paul Brooke,David Bailie,The Messenger: The Story of Joan of Arc ,390000000,6.4
,Joel Courtney,Jessika Van,The Messengers             ,,6.6
Gore Verbinski,J.K. Simmons,Brad Pitt,The Mexican ,34000000,6.1
Ryûhei Kitamura,Bradley Cooper,Brooke Shields,The Midnight Meat Train ,15000000,6.1
Peter Chelsom,Kieran Culkin,Elden Henson,The Mighty ,,7.3
Stephen Herek,Lane Smith,Shaun Weiss,The Mighty Ducks ,10000000,6.4
Tim Chambers,Ellen Burstyn,Marley Shelton,The Mighty Macs ,7000000,6.5
Barbra Streisand,Jeff Bridges,Austin Pendleton,The Mirror Has Two Faces ,42000000,6.5
John Huston,Montgomery Clift,Kevin McCarthy,The Misfits ,4000000,7.4
,Jason Flemyng,James Nesbitt,The Missing             ,,8.1
Noah Buschel,Merritt Wever,Amy Ryan,The Missing Person ,1500000,6.2
Frank Darabont,Toby Jones,Alexa Davalos,The Mist ,18000000,7.2
Martin Ritt,Frank Finlay,Anthony Zerbe,The Molly Maguires ,11000000,6.9
Anthony Vallone,Richard Jewell,John Considine,The Mongol King ,3250,7.8
George Clooney,Bill Murray,Matt Damon,The Monuments Men ,70000000,6.1
Harald Zwart,Aidan Turner,Kevin Zegers,The Mortal Instruments: City of Bones ,60000000,6
Michael Kang,Samantha Futerman,Clint Jordan,The Motel ,,6.8
Mark Pellington,Debra Messing,Will Patton,The Mothman Prophecies ,32000000,6.5
Michael Burke,Zachary Knighton,Tom Guiry,The Mudge Boy ,800000,7.2
Stephen Sommers,Dwayne Johnson,Brendan Fraser,The Mummy Returns ,98000000,6.3
Rob Cohen,Jet Li,Brendan Fraser,The Mummy: Tomb of the Dragon Emperor ,145000000,5.2
Brian Henson,Steven Mackintosh,Jerry Nelson,The Muppet Christmas Carol ,12000000,7.7
James Frawley,Madeline Kahn,Jim Henson,The Muppet Movie ,,7.7
James Bobin,Bill Cobbs,Eric Jacobson,The Muppets ,45000000,7.1
Albert Brooks,Jeff Bridges,Bradley Whitford,The Muse ,15000000,5.6
Peter Hyams,Catherine Deneuve,Justin Chambers,The Musketeer ,40000000,4.7
Daniel Mellitz,Corbin Bernsen,Chelse Swain,The Naked Ape ,,4.7
David Zucker,George Kennedy,Priscilla Presley,The Naked Gun 2½: The Smell of Fear,23000000,6.8
Michel Leclerc,Sara Forestier,Jacques Gamblin,The Names of Love ,4600000,7.2
Mira Nair,Jacinda Barrett,Brooke Smith,The Namesake ,,7.6
Catherine Hardwicke,Keisha Castle-Hughes,Hiam Abbass,The Nativity Story ,30000000,6.8
F. Gary Gray,Kevin Spacey,Michael Cudlitz,The Negotiator ,50000000,7.3
Nicolas Winding Refn,Keanu Reeves,Bella Heathcote,The Neon Demon ,7000000,7
Irwin Winkler,Ken Howard,Jeremy Northam,The Net ,22000000,5.8
Wolfgang Petersen,Gerald McRaney,Barret Oliver,The NeverEnding Story ,27000000,7.4
Ed Decter,Zooey Deschanel,Eddie Griffin,The New Guy ,13000000,5.9
Terrence Malick,Christian Bale,Michael Greyeyes,The New World ,30000000,6.7
Richard Linklater,Matthew McConaughey,Lew Temple,The Newton Boys ,27000000,6
John Schlesinger,Mark Valley,Rupert Everett,The Next Best Thing ,25000000,4.7
Paul Haggis,Olivia Wilde,Daniel Stern,The Next Three Days ,35000000,7.4
Patrick Stettner,Robin Williams,Joe Morton,The Night Listener ,4000000,5.9
Laslo Benedek,Liv Ullmann,Trevor Howard,The Night Visitor ,,6.8
Roman Polanski,Johnny Depp,Frank Langella,The Ninth Gate ,38000000,6.7
Nick Cassavetes,Ryan Gosling,Kevin Connolly,The Notebook ,29000000,7.9
Roger Donaldson,Luke Bracey,Akie Kotabe,The November Man ,15000000,6.3
Joel Schumacher,Logan Lerman,Virginia Madsen,The Number 23,32000000,6.4
Fred Zinnemann,Colleen Dewhurst,Peter Finch,The Nun's Story ,3500000,7.6
Peter Lepeniotis,Liam Neeson,Brendan Fraser,The Nut Job ,42000000,5.8
Emile Ardolino,Darci Kistler,Kyra Nichols,The Nutcracker ,19000000,5.7
Andrey Konchalovskiy,Shirley Henderson,Nathan Lane,The Nutcracker in 3D,90000000,4.4
Tom Shadyac,Jada Pinkett Smith,James Coburn,The Nutty Professor ,54000000,5.6
,Peter Gallagher,Melinda Clarke,The O.C.             ,,7.5
Nicholas Hytner,Liam Aiken,Tim Daly,The Object of My Affection ,15000000,6
Peter Hedges,Jennifer Garner,Odeya Rush,The Odd Life of Timothy Green ,25000000,6.6
Billy Kent,Liza Minnelli,Tim Russ,The Oh in Ohio ,5000000,5.6
Robert Marcarelli,George Coe,William Hootkins,The Omega Code ,7500000,3.5
Richard Donner,Lee Remick,Patrick Troughton,The Omen ,2800000,7.6
Richard Donner,Lee Remick,Patrick Troughton,The Omen ,2800000,7.6
James Wong,Jason Statham,Jet Li,The One ,49000000,5.9
Matthew Diamond,Chazz Palminteri,Garrett Clayton,The Oogieloves in the Big Balloon Adventure ,20000000,6.7
Michael Meredith,Jeff Bridges,Justin Timberlake,The Open Road ,10000000,5.5
Jennifer Finnigan,Geoff Stults,Kenan Thompson,The Opposite Sex ,3300000,4.5
Brian Helgeland,Heath Ledger,Mark Addy,The Order ,38000000,5.1
Spike Lee,Bernie Mac,Cedric the Entertainer,The Original Kings of Comedy ,3000000,6.6
J.A. Bayona,Geraldine Chaplin,Belén Rueda,The Orphanage ,3400000,7.5
Justin Chadwick,Natalie Portman,Scarlett Johansson,The Other Boleyn Girl ,35000000,6.7
Marius A. Markevicius,Tommy Sheppard,Greg Speirs,The Other Dream Team ,500000,8.4
James Dodson,Larry Miller,Anupam Kher,The Other End of the Line ,14000000,6.2
Adam McKay,Dwayne Johnson,Will Ferrell,The Other Guys ,100000000,6.7
Mitch Davis,Anne Hathaway,Nathaniel Lees,The Other Side of Heaven ,7000000,6.5
Nick Cassavetes,Don Johnson,Kate Upton,The Other Woman ,40000000,6
Alejandro Amenábar,Fionnula Flanagan,Elaine Cassidy,The Others ,17000000,7.6
Sam Weisman,Oliver Hudson,Valerie Perri,The Out-of-Towners ,40000000,5.3
William Gazecki,Carol Channing,Bruce Vilanch,The Outrageous Sophie Tucker ,500000,7.2
Francis Ford Coppola,Tom Cruise,William Smith,The Outsiders ,10000000,7.2
Álex de la Iglesia,Jim Carter,Leonor Watling,The Oxford Murders ,10000000,6.1
Adam Shankman,Vin Diesel,Brad Garrett,The Pacifier ,56000000,5.5
John Curran,Toby Jones,Sally Hawkins,The Painted Veil ,19400000,7.5
Matt Reeves,Mark Margolis,Michael Rapaport,The Pallbearer ,8000000,4.9
Guy Hamilton,Oliver Reed,Eddie Albert,The Party's Over ,,7.3
Mel Gibson,Christo Jivkov,Maia Morgenstern,The Passion of the Christ ,30000000,7.1
Jason Miller,Jon Brion,Dottie Alexander,The Past is a Grotesque Animal ,100000,7.6
Roland Emmerich,Heath Ledger,Adam Baldwin,The Patriot ,110000000,7.1
Mimi Leder,Armin Mueller-Stahl,Holt McCallany,The Peacemaker ,50000000,5.9
Steve Martino,Francesca Capaldi,Venus Schultheis,The Peanuts Movie ,99000000,7.2
Alan J. Pakula,Denzel Washington,Julia Roberts,The Pelican Brief ,45000000,6.5
Mira Nair,Anjelica Huston,Chazz Palminteri,The Perez Family ,11000000,6.2
William Dear,Clifton Collins Jr.,Cheech Marin,The Perfect Game ,12500000,7
Nick Tomnay,David Hyde Pierce,Clayne Crawford,The Perfect Host ,500000,6.8
Mark Rosman,Ben Feldman,Chris Noth,The Perfect Man ,25000000,5.5
Bille Woodruff,Donald Faison,Brandy Norwood,The Perfect Match ,5000000,4.5
Wolfgang Petersen,Karen Allen,Mary Elizabeth Mastrantonio,The Perfect Storm ,140000000,6.4
Bruce Macdonald,Rachel Hendrix,Cheryl Ladd,The Perfect Wave ,4000000,4.7
Stephen Chbosky,Logan Lerman,Ezra Miller,The Perks of Being a Wallflower ,13000000,8
D. Stevens,Magi Avila,Pierre Dulat,The Pet ,1000000,3.9
Simon Wincer,Cary-Hiroyuki Tagawa,Treat Williams,The Phantom ,45000000,4.9
Joel Schumacher,Gerard Butler,Minnie Driver,The Phantom of the Opera ,70000000,7.4
Roman Polanski,Emilia Fox,Frank Finlay,The Pianist ,35000000,8.5
Jane Campion,Holly Hunter,Ian Mune,The Piano ,7000000,7.6
Shawn Levy,Roger Rees,Henry Czerny,The Pink Panther ,65000000,5.6
Vincente Minnelli,Gladys Cooper,Reginald Owen,The Pirate ,3700000,7.1
Mike Nawrocki,Yuri Lowenthal,Cam Clarke,The Pirates Who Don't Do Anything: A VeggieTales Movie ,15000000,5.7
Peter Lord,Salma Hayek,Russell Tovey,The Pirates! Band of Misfits ,55000000,6.7
Derek Cianfrance,Ryan Gosling,Ben Mendelsohn,The Place Beyond the Pines ,15000000,7.3
,Nick Wechsler,Philip Winchester,The Player             ,,7.1
Ice Cube,Bernie Mac,Monica Calhoun,The Players Club ,4500000,5.6
Sean Penn,Costas Mandylor,Adrien Dorval,The Pledge ,45000000,6.8
Lori Petty,Jennifer Lawrence,Chloë Grace Moretz,The Poker House ,,6.5
Robert Zemeckis,Tom Hanks,Eddie Deezen,The Polar Express ,165000000,6.6
Ole Bornedal,Kyra Sedgwick,Madison Davenport,The Possession ,14000000,5.9
Ole Bornedal,Kyra Sedgwick,Madison Davenport,The Possession ,14000000,5.9
Kevin Costner,Olivia Williams,Brian Anthony Wilson,The Postman ,80000000,6
Bob Rafelson,Anjelica Huston,Michael Lerner,The Postman Always Rings Twice ,12000000,6.6
,Elizabeth Daily,Jennifer Hale,The Powerpuff Girls             ,,7.2
Christopher Nolan,Christian Bale,Hugh Jackman,The Prestige ,40000000,8.5
Brian A Miller,Bruce Willis,50 Cent,The Prince ,18000000,4.6
Martha Coolidge,Devin Ratray,Miranda Richardson,The Prince and Me ,,5.9
Brenda Chapman,Martin Short,Aria Noelle Curzon,The Prince of Egypt ,70000000,7
Barbra Streisand,George Carlin,Blythe Danner,The Prince of Tides ,30000000,6.6
Richard Williams,Donald Pleasence,Kenneth Williams,The Princess and the Cobbler ,28000000,7.2
Ron Clements,Oprah Winfrey,Jenifer Lewis,The Princess and the Frog ,105000000,7.1
Rob Reiner,Robin Wright,Carol Kane,The Princess Bride ,16000000,8.1
Garry Marshall,Anne Hathaway,Hector Elizondo,The Princess Diaries ,37000000,6.2
Garry Marshall,Anne Hathaway,Raven-Symoné,The Princess Diaries 2: Royal Engagement,40000000,5.7
John Cromwell,David Niven,Mary Astor,The Prisoner of Zenda ,,7.8
Susan Stroman,Jon Lovitz,Will Ferrell,The Producers ,45000000,6.4
Kaige Chen,Dong-gun Jang,Toby Leonard Moore,The Promise ,60000000,5.6
Gregory Widen,Viggo Mortensen,Adam Goldberg,The Prophecy ,8000000,6.6
Anne Fletcher,Ryan Reynolds,Denis O'Hare,The Proposal ,40000000,6.7
John Hillcoat,Ray Winstone,Noah Taylor,The Proposition ,2000000,7.4
Prachya Pinkaew,Jon Foo,Nathan Jones,The Protector ,200000000,7.1
Jay Duplass,Mark Duplass,Katie Aselton,The Puffy Chair ,15000,6.6
Jonathan Hensleigh,Laura Harring,Marco St. John,The Punisher ,33000000,6.5
James DeMonaco,Rhys Wakefield,Adelaide Kane,The Purge ,3000000,5.7
James DeMonaco,Noel Gugliemi,Zach Gilford,The Purge: Anarchy ,9000000,6.5
James DeMonaco,Frank Grillo,Joseph Julian Soria,The Purge: Election Year ,10000000,6.1
Roger Spottiswoode,Robert Duvall,Treat Williams,The Pursuit of D.B. Cooper ,12000000,5.7
Gabriele Muccino,Will Smith,Kurt Fuller,The Pursuit of Happyness ,55000000,8
Stephen Frears,Roger Allam,Sylvia Syms,The Queen ,9800000,7.3
Sam Raimi,Leonardo DiCaprio,Pat Hingle,The Quick and the Dead ,32000000,6.4
Jamie Babbit,Katy Mixon,David Gallagher,The Quiet ,900000,6.4
Phillip Noyce,Brendan Fraser,Tzi Ma,The Quiet American ,30000000,7.1
Kurt Hale,Kirby Heyborne,Big Budah,The R.M. ,500000,6
Katt Shea,Jason London,Rachel Blanchard,The Rage: Carrie 2,21000000,4.6
Gareth Evans,Iko Uwais,Yayan Ruhian,The Raid: Redemption ,1100000,7.6
Jonathan Teplitzky,Jeremy Irvine,Colin Firth,The Railway Man ,18000000,7.1
Francis Ford Coppola,Matt Damon,Dean Stockwell,The Rainmaker ,40000000,7.1
James McTeigue,Pam Ferris,Dave Legeno,The Raven ,26000000,6.4
Stephen Daldry,Kate Winslet,David Kross,The Reader ,32000000,7.6
Rick de Oliveira,Laura Ramsey,Alan Taylor,The Real Cancun ,8000000,2.7
Stephen Hopkins,Stephen Rea,Andrea Frankle,The Reaping ,40000000,5.7
François Girard,Johannes Silberschneider,Clotilde Mollet,The Red Violin ,10000000,7.7
Andrew Traucki,Damian Walshe-Howling,Gyton Grantley,The Reef ,,5.8
Peter Hyams,John Kapelos,Penelope Ann Miller,The Relic ,40000000,5.7
James Ivory,Anthony Hopkins,Peter Vaughan,The Remains of the Day ,11500000,7.9
Antoine Fuqua,Mira Sorvino,Clifton Collins Jr.,The Replacement Killers ,30000000,6.1
Howard Deutch,Keanu Reeves,Jon Favreau,The Replacements ,50000000,6.5
Andrey Zvyagintsev,Konstantin Lavronenko,Vladimir Garin,The Return ,,8
Dan O'Bannon,Linnea Quigley,Clu Gulager,The Return of the Living Dead ,4000000,7.3
Dan O'Bannon,Linnea Quigley,Clu Gulager,The Return of the Living Dead ,4000000,7.3
Blake Edwards,Burt Kwouk,Herbert Lom,The Return of the Pink Panther ,5000000,7.1
,Pierre Perrier,Clotilde Hesme,The Returned             ,,8.3
Alejandro G. Iñárritu,Leonardo DiCaprio,Tom Hardy,The Revenant ,135000000,8.1
Brandon Landers,Robbie Barnes,Alana Kaniewski,The Ridges ,17350,3
Frank Coraci,Taylor Lautner,Adam Sandler,The Ridiculous 6,,4.9
Philip Kaufman,Dennis Quaid,Scott Glenn,The Right Stuff ,27000000,7.9
Hideo Nakata,Naomi Watts,Gary Cole,The Ring Two ,,5.4
Zackary Adler,Simon Merrells,Kevin Leslie,The Rise of the Krays ,2500000,5
Mikael Håfström,Anthony Hopkins,Colin O'Donoghue,The Rite ,37000000,6
Curtis Hanson,Meryl Streep,Glenn Morshower,The River Wild ,45000000,6.3
John Hillcoat,Viggo Mortensen,Charlize Theron,The Road ,25000000,7.3
Bibo Bergeron,Frank Welker,Rosie Perez,The Road to El Dorado ,95000000,6.9
Henry Koster,Richard Burton,Jean Simmons,The Robe ,5000000,6.8
Michael Bay,Nicolas Cage,Michael Biehn,The Rock ,75000000,7.4
Peter Cattaneo,Emma Stone,Bradley Cooper,The Rocker ,15000000,6.2
Charles Binamé,Stephen McHattie,Roy Dupuis,The Rocket: The Legend of Rocket Richard ,8000000,7.7
John Lee Hancock,Dennis Quaid,Jay Hernandez,The Rookie ,20000000,7
Christian E. Christiansen,Leighton Meester,Danneel Ackles,The Roommate ,16000000,4.8
Mark Rydell,David Keith,Frederic Forrest,The Rose ,8500000,6.9
Wes Anderson,Bill Murray,Anjelica Huston,The Royal Tenenbaums ,21000000,7.6
Igor Kovalyov,Elizabeth Daily,Cree Summer,The Rugrats Movie ,24000000,5.9
Carter Smith,Laura Ramsey,Jonathan Tucker,The Ruins ,8000000,5.9
Roger Avary,Ian Somerhalder,Faye Dunaway,The Rules of Attraction ,4000000,6.7
Floria Sigismondi,Kristen Stewart,Scout Taylor-Compton,The Runaways ,10000000,6.6
Peter Berg,Dwayne Johnson,Rosario Dawson,The Rundown ,85000000,6.7
Paul Michael Glaser,Yaphet Kotto,Maria Conchita Alonso,The Running Man ,27000000,6.6
Phillip Noyce,Alun Armstrong,Michael Byrne,The Saint ,68000000,6.2
Mark Brown,Vivica A. Fox,Monica Calhoun,The Salon ,1500000,4.3
D.J. Caruso,Adam Goldberg,Meat Loaf,The Salton Sea ,18000000,7.2
John Pasquin,Judge Reinhold,Eric Lloyd,The Santa Clause ,22000000,6.4
